子問題,GPT主題分類,真實主題,命中子問題,原始回答,檢索回答,問題相似度,答案相似度,主題匹配,排名,是否回應,,question,answer,original_question,,
糖尿病患者如何選擇富含膳食纖維的食物並避免精緻醣類食物？,飲食,飲食,糖尿病患者如何在外食時選擇低糖、低脂及低鹽的健康食物？,糖尿病飲食原則中，以均衡飲食為主，攝取富含膳食纖維食物，例如：全穀類、蔬菜、水果…，避免攝取精緻醣類食物，例如：砂糖、甜點、果汁、蜂蜜、飲料…。,外食的食物危機，在於高糖、高脂及高鹽的問題。因此，飲食方面強調充份的水果、蔬菜、低脂乳品、堅果等；避免高脂、高飽和脂肪酸（含反式脂肪）的食品。因此，多吃全穀類、家禽類或是魚類的食物，減少脂肪、紅肉、甜食與高糖飲料的攝取，便有助於血壓的控制。,0.804530025,0.718104482,TRUE,5,1,,糖尿病患者如何選擇富含膳食纖維的食物並避免精緻醣類食物？,外食的食物危機，在於高糖、高脂及高鹽的問題。因此，飲食方面強調充份的水果、蔬菜、低脂乳品、堅果等；避免高脂、高飽和脂肪酸（含反式脂肪）的食品。因此，多吃全穀類、家禽類或是魚類的食物，減少脂肪、紅肉、甜食與高糖飲料的攝取，便有助於血壓的控制。,醫生您好，我奶奶身高148cm、體重31kg，吃蛋奶素，有糖尿病、三高、血糖都在120-140左右，早上有在吃血糖藥、血壓藥、也有在打insulin長效型16U，她平常都喝原味安素2罐＋桂格完善1罐糖尿病配方，早上還會吃1/2的馬芬蛋糕大概200卡和一顆雞蛋，下午會吃豆花加些許糖大概130卡，晚餐水果香蕉或木瓜或水梨或柿子大概60大卡，不知道是醣類攝取過多，前幾天突然心跳150次/每分鐘，血壓也突然升高180/78mmHg，想問醫生像奶奶這種情況她可以怎麼改善，如:吃高蛋白質、豆漿？,,
糖尿病前期如何通過飲食和運動來控制病情？,飲食,生活管理,糖尿病患者如何規劃三餐和點心的飲食內容以控制血糖？,糖尿病前期可以飲食，運動控制，不一定就要吃藥。,如個案三餐能以全穀類為主食，一天至少300g蔬菜量，選擇優質蛋白質但無油炸過的豆皮、豆包、豆腐、雞蛋、豆漿、豆花，一天4~5份(大約2~5個手掌大小的份量)，2次點心可選擇水果或者無糖豆花、豆漿、蒸蛋，增加水份攝取。,0.787173867,0.56203723,FALSE,1,1,,糖尿病前期如何通過飲食和運動來控制病情？,如個案三餐能以全穀類為主食，一天至少300g蔬菜量，選擇優質蛋白質但無油炸過的豆皮、豆包、豆腐、雞蛋、豆漿、豆花，一天4~5份(大約2~5個手掌大小的份量)，2次點心可選擇水果或者無糖豆花、豆漿、蒸蛋，增加水份攝取。,"醫師您好
身高173 體重42.2，三月份體重是45.2，因體重減輕去做血糖跟甲狀腺檢查，檢查結果是空腹血糖96，糖化血色素5.7，eAG:117
free T4 :1.05, TSh :0.741
沒有家族史，本身體重過輕，無高血壓無高血脂無脂肪肝
之前少運動、常吃麵食類食物，不常吃甜食，從今年2月開始一個禮拜最少運動三次以走路30分鐘加伸展操，或著跑步10分鐘，走路15分鐘，伸展15分鐘，不吃炸物、不吃辣、不喝飲料，5月開始少吃麩質類食物（麵條麵包）
請問醫師
1.血糖高是否有可能是吃麵食過多或壓力造成的？從去年12月份開始情緒焦慮、身體多處不適，看過泌尿科（膀胱炎、血尿追蹤）、肝膽腸胃科（胃食道逆流、便秘腹瀉）、婦產科（經期不順），會不會因壓力讓血糖升高？
2.體重減輕是因血糖過高嗎？
本身腸胃從小吸收不好，但從沒體重減輕到這樣
2.原是家醫科檢查，醫師說算糖尿前期，不用吃藥，可以飲食控制，請教醫師，真的不用吃藥嗎 ？其實我也擔心藥一吃就是一輩子
3.需要轉掛新陳代謝科嗎？還是半年在再到家醫科追蹤即可？
4.糖尿前期看到的都是肥胖人居多，只要減重即可逆轉糖尿，像我這樣過瘦，是否還要再減重？我都覺得我瘦的很可怕，想增胖，但又擔心影響血糖
5.可以飯前運動嗎，還是一定要飯後運動？現在都會在早上先喝一杯燕麥奶再去運動，運動後吃一顆水煮蛋或加燙青菜，三餐飯後再散步15分鐘
問題有點多，感謝醫生",,
糖尿病前期如何通過飲食和運動來控制病情？,飲食,生活管理,糖尿病患者如何調整飲食總量與內容以改善血糖控制？,糖尿病前期可以飲食，運動控制，不一定就要吃藥。,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,0.781054616,0.903761506,FALSE,2,1,,糖尿病前期如何通過飲食和運動來控制病情？,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,"醫師您好
身高173 體重42.2，三月份體重是45.2，因體重減輕去做血糖跟甲狀腺檢查，檢查結果是空腹血糖96，糖化血色素5.7，eAG:117
free T4 :1.05, TSh :0.741
沒有家族史，本身體重過輕，無高血壓無高血脂無脂肪肝
之前少運動、常吃麵食類食物，不常吃甜食，從今年2月開始一個禮拜最少運動三次以走路30分鐘加伸展操，或著跑步10分鐘，走路15分鐘，伸展15分鐘，不吃炸物、不吃辣、不喝飲料，5月開始少吃麩質類食物（麵條麵包）
請問醫師
1.血糖高是否有可能是吃麵食過多或壓力造成的？從去年12月份開始情緒焦慮、身體多處不適，看過泌尿科（膀胱炎、血尿追蹤）、肝膽腸胃科（胃食道逆流、便秘腹瀉）、婦產科（經期不順），會不會因壓力讓血糖升高？
2.體重減輕是因血糖過高嗎？
本身腸胃從小吸收不好，但從沒體重減輕到這樣
2.原是家醫科檢查，醫師說算糖尿前期，不用吃藥，可以飲食控制，請教醫師，真的不用吃藥嗎 ？其實我也擔心藥一吃就是一輩子
3.需要轉掛新陳代謝科嗎？還是半年在再到家醫科追蹤即可？
4.糖尿前期看到的都是肥胖人居多，只要減重即可逆轉糖尿，像我這樣過瘦，是否還要再減重？我都覺得我瘦的很可怕，想增胖，但又擔心影響血糖
5.可以飯前運動嗎，還是一定要飯後運動？現在都會在早上先喝一杯燕麥奶再去運動，運動後吃一顆水煮蛋或加燙青菜，三餐飯後再散步15分鐘
問題有點多，感謝醫生",,
糖尿病前期如何通過飲食和運動來控制病情？,飲食,生活管理,糖尿病患者如何規劃均衡飲食並控制食物份量？,糖尿病前期可以飲食，運動控制，不一定就要吃藥。,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法",0.779684067,0.79978025,FALSE,3,1,,糖尿病前期如何通過飲食和運動來控制病情？,"糖尿病病患飲食原則建議採取均衡飲食為主,少油,少糖多蔬果及運動,營養師建議任何食物都可食用,但須注意份量問題,青菜建議可多食用水果一天建議攝取2份,多喝水適當運動,及藥物控制是糖尿病控制最好的方法","醫師您好
身高173 體重42.2，三月份體重是45.2，因體重減輕去做血糖跟甲狀腺檢查，檢查結果是空腹血糖96，糖化血色素5.7，eAG:117
free T4 :1.05, TSh :0.741
沒有家族史，本身體重過輕，無高血壓無高血脂無脂肪肝
之前少運動、常吃麵食類食物，不常吃甜食，從今年2月開始一個禮拜最少運動三次以走路30分鐘加伸展操，或著跑步10分鐘，走路15分鐘，伸展15分鐘，不吃炸物、不吃辣、不喝飲料，5月開始少吃麩質類食物（麵條麵包）
請問醫師
1.血糖高是否有可能是吃麵食過多或壓力造成的？從去年12月份開始情緒焦慮、身體多處不適，看過泌尿科（膀胱炎、血尿追蹤）、肝膽腸胃科（胃食道逆流、便秘腹瀉）、婦產科（經期不順），會不會因壓力讓血糖升高？
2.體重減輕是因血糖過高嗎？
本身腸胃從小吸收不好，但從沒體重減輕到這樣
2.原是家醫科檢查，醫師說算糖尿前期，不用吃藥，可以飲食控制，請教醫師，真的不用吃藥嗎 ？其實我也擔心藥一吃就是一輩子
3.需要轉掛新陳代謝科嗎？還是半年在再到家醫科追蹤即可？
4.糖尿前期看到的都是肥胖人居多，只要減重即可逆轉糖尿，像我這樣過瘦，是否還要再減重？我都覺得我瘦的很可怕，想增胖，但又擔心影響血糖
5.可以飯前運動嗎，還是一定要飯後運動？現在都會在早上先喝一杯燕麥奶再去運動，運動後吃一顆水煮蛋或加燙青菜，三餐飯後再散步15分鐘
問題有點多，感謝醫生",,
糖尿病前期如何通過飲食和運動來控制病情？,飲食,生活管理,如何透過飲食調整和減重來改善糖尿病相關狀況？,糖尿病前期可以飲食，運動控制，不一定就要吃藥。,建議與家庭醫學科或內分泌科醫師做後續討論，適當減重或是飲食調整都很有幫助喔!,0.769076347,0.624391079,FALSE,4,1,,糖尿病前期如何通過飲食和運動來控制病情？,建議與家庭醫學科或內分泌科醫師做後續討論，適當減重或是飲食調整都很有幫助喔!,"醫師您好
身高173 體重42.2，三月份體重是45.2，因體重減輕去做血糖跟甲狀腺檢查，檢查結果是空腹血糖96，糖化血色素5.7，eAG:117
free T4 :1.05, TSh :0.741
沒有家族史，本身體重過輕，無高血壓無高血脂無脂肪肝
之前少運動、常吃麵食類食物，不常吃甜食，從今年2月開始一個禮拜最少運動三次以走路30分鐘加伸展操，或著跑步10分鐘，走路15分鐘，伸展15分鐘，不吃炸物、不吃辣、不喝飲料，5月開始少吃麩質類食物（麵條麵包）
請問醫師
1.血糖高是否有可能是吃麵食過多或壓力造成的？從去年12月份開始情緒焦慮、身體多處不適，看過泌尿科（膀胱炎、血尿追蹤）、肝膽腸胃科（胃食道逆流、便秘腹瀉）、婦產科（經期不順），會不會因壓力讓血糖升高？
2.體重減輕是因血糖過高嗎？
本身腸胃從小吸收不好，但從沒體重減輕到這樣
2.原是家醫科檢查，醫師說算糖尿前期，不用吃藥，可以飲食控制，請教醫師，真的不用吃藥嗎 ？其實我也擔心藥一吃就是一輩子
3.需要轉掛新陳代謝科嗎？還是半年在再到家醫科追蹤即可？
4.糖尿前期看到的都是肥胖人居多，只要減重即可逆轉糖尿，像我這樣過瘦，是否還要再減重？我都覺得我瘦的很可怕，想增胖，但又擔心影響血糖
5.可以飯前運動嗎，還是一定要飯後運動？現在都會在早上先喝一杯燕麥奶再去運動，運動後吃一顆水煮蛋或加燙青菜，三餐飯後再散步15分鐘
問題有點多，感謝醫生",,
糖尿病前期如何通過飲食和運動來控制病情？,飲食,生活管理,糖尿病患者如何選擇適合的碳水化合物食物來達到均衡飲食和控制體重？,糖尿病前期可以飲食，運動控制，不一定就要吃藥。,不少人以為糖尿病患者不應吃米飯、麵包等碳水化合物食物，其實這是不對的。糖尿病的控制最重要的在於均衡的飲食以及體重的控制，患者應攝取適量的碳水化合物，例如主食可選擇全麥麵包或是白飯，但應儘量避免吃炒飯、油飯等油膩的食物，也儘量不要吃白麵包。,0.760526776,0.801642179,FALSE,5,1,,糖尿病前期如何通過飲食和運動來控制病情？,不少人以為糖尿病患者不應吃米飯、麵包等碳水化合物食物，其實這是不對的。糖尿病的控制最重要的在於均衡的飲食以及體重的控制，患者應攝取適量的碳水化合物，例如主食可選擇全麥麵包或是白飯，但應儘量避免吃炒飯、油飯等油膩的食物，也儘量不要吃白麵包。,"醫師您好
身高173 體重42.2，三月份體重是45.2，因體重減輕去做血糖跟甲狀腺檢查，檢查結果是空腹血糖96，糖化血色素5.7，eAG:117
free T4 :1.05, TSh :0.741
沒有家族史，本身體重過輕，無高血壓無高血脂無脂肪肝
之前少運動、常吃麵食類食物，不常吃甜食，從今年2月開始一個禮拜最少運動三次以走路30分鐘加伸展操，或著跑步10分鐘，走路15分鐘，伸展15分鐘，不吃炸物、不吃辣、不喝飲料，5月開始少吃麩質類食物（麵條麵包）
請問醫師
1.血糖高是否有可能是吃麵食過多或壓力造成的？從去年12月份開始情緒焦慮、身體多處不適，看過泌尿科（膀胱炎、血尿追蹤）、肝膽腸胃科（胃食道逆流、便秘腹瀉）、婦產科（經期不順），會不會因壓力讓血糖升高？
2.體重減輕是因血糖過高嗎？
本身腸胃從小吸收不好，但從沒體重減輕到這樣
2.原是家醫科檢查，醫師說算糖尿前期，不用吃藥，可以飲食控制，請教醫師，真的不用吃藥嗎 ？其實我也擔心藥一吃就是一輩子
3.需要轉掛新陳代謝科嗎？還是半年在再到家醫科追蹤即可？
4.糖尿前期看到的都是肥胖人居多，只要減重即可逆轉糖尿，像我這樣過瘦，是否還要再減重？我都覺得我瘦的很可怕，想增胖，但又擔心影響血糖
5.可以飯前運動嗎，還是一定要飯後運動？現在都會在早上先喝一杯燕麥奶再去運動，運動後吃一顆水煮蛋或加燙青菜，三餐飯後再散步15分鐘
問題有點多，感謝醫生",,
如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症,併發症,糖尿病患者如何通過藥物、飲食和運動來降低心臟病、腦中風等併發症的風險？,"如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後","就糖尿病引起的大血管病變而言,心臟病約在26.2~30%之間,腦血管疾病約在3~6%之間,末稍血管疾病約在6~8%之間,而糖尿病患主要死因百分比為心臟病55%,腎臟病7%、腦中風11%、壞疸0.9%、感染3%、糖尿病昏迷2%、癌症10%。因此,腳、手、鼻、眼睛病變的發生率在糖尿病患,的確高出甚多,不過只要藥物、飲食及運動好好在醫師的建議下配合,仍然可以控制在正常的水準。",0.82800281,0.626996517,TRUE,1,0,,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,"就糖尿病引起的大血管病變而言,心臟病約在26.2~30%之間,腦血管疾病約在3~6%之間,末稍血管疾病約在6~8%之間,而糖尿病患主要死因百分比為心臟病55%,腎臟病7%、腦中風11%、壞疸0.9%、感染3%、糖尿病昏迷2%、癌症10%。因此,腳、手、鼻、眼睛病變的發生率在糖尿病患,的確高出甚多,不過只要藥物、飲食及運動好好在醫師的建議下配合,仍然可以控制在正常的水準。","醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???",,
如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症,併發症,糖尿病患者如何預防或管理大血管和小血管疾病的併發症？,"如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後",由於糖尿病的後遺症包括：大血管疾病如：心臟、腦部病變及小血管疾病如：視網膜、腎臟及末稍血管神經病變。,0.760929883,0.611383438,TRUE,2,0,,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,由於糖尿病的後遺症包括：大血管疾病如：心臟、腦部病變及小血管疾病如：視網膜、腎臟及末稍血管神經病變。,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???",,
如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症,併發症,糖尿病患者如何預防或延緩慢性併發症如腦中風、冠狀動脈心臟病及腎病變的發生？,"如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後",糖尿病的治療除了避免高血糖的急性併發症之外，主要在預防或延緩慢性併發症的發生，例如腦中風、冠狀動脈心臟病、動脈硬化、腎病變、眼底病變及神經病變等等並逐一解決。目前要把肝硬化的病程反轉仍需藥物控制及新的臨床發明進展。,0.734966993,0.573868275,TRUE,3,0,,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,糖尿病的治療除了避免高血糖的急性併發症之外，主要在預防或延緩慢性併發症的發生，例如腦中風、冠狀動脈心臟病、動脈硬化、腎病變、眼底病變及神經病變等等並逐一解決。目前要把肝硬化的病程反轉仍需藥物控制及新的臨床發明進展。,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???",,
如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症,併發症,糖尿病患者如何預防或減緩腎病變、心臟病、視網膜病變等慢性併發症的發生？,"如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後",長期的糖尿病會引發慢性的併發症，包括腎病變、心臟病、腦血管病變、視網膜病變、神經病變、循環系統病變、牙周病等等，幾乎血管滋養的全身各部位，會因為高血糖的浸潤，產生各種不同程度的傷害。,0.721247554,0.590796232,TRUE,4,0,,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,長期的糖尿病會引發慢性的併發症，包括腎病變、心臟病、腦血管病變、視網膜病變、神經病變、循環系統病變、牙周病等等，幾乎血管滋養的全身各部位，會因為高血糖的浸潤，產生各種不同程度的傷害。,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???",,
如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,併發症,併發症,糖尿病患者如何預防血管硬化和阻塞的病變？,"如果好好跟醫師配合洗腎及繼續控制血糖血壓血脂,避免併發症(腦中風,心肌梗塞)產生,會有較好預後",糖尿病患者易有血管硬化阻塞等病變,0.712524295,0.561881542,TRUE,5,0,,如何通過控制血糖、血壓和血脂來降低糖尿病併發症的風險？,糖尿病患者易有血管硬化阻塞等病變,"醫師你好:我朋友今年56歲去年底發現因糖尿病引起尿毒症,至今不斷嘔吐現已開始洗腎,洗腎後嘔吐症狀會減少嗎?開始洗腎他生命可以維持多久,洗腎後會有什麼後遺症嗎?洗久了會不會腎藏衰竭???",,
糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,併發症,併發症,糖尿病神經病變疼痛可以使用哪些藥物或治療方式減輕症狀？,糖尿病若是沒有好好的控制，長期下來，就會產生很多併發症，其中包括神經病變。常見的周邊神經病變，會以手麻、腳麻或肌肉疼痛來表現。,"糖尿病神經病變目前並無有效治療方式,可用含Capsaicin(辣椒素)的藥膏或貼布局部止痛,或使用止痛藥,三環抗憂鬱藥等減輕疼痛,可至神經科或疼痛科門診評估。",0.824592054,0.700344086,TRUE,1,1,,糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,"糖尿病神經病變目前並無有效治療方式,可用含Capsaicin(辣椒素)的藥膏或貼布局部止痛,或使用止痛藥,三環抗憂鬱藥等減輕疼痛,可至神經科或疼痛科門診評估。","醫師你好:
我媽媽前陣子有去檢查..是今年1月27日..
我媽的飯前血糖是252..檢驗師是跟我媽講血糖過高..
現在我媽有在吃中藥..等下一次還要再去檢驗一次
我是想請問一下..我媽媽現在確定已經是糖尿病患嗎??
我媽的腳常常會麻..會痛是血糖過高的因素嗎??",,
糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,併發症,併發症,糖尿病周邊神經病變有哪些非手術的改善方法或緩解方式？,糖尿病若是沒有好好的控制，長期下來，就會產生很多併發症，其中包括神經病變。常見的周邊神經病變，會以手麻、腳麻或肌肉疼痛來表現。,糖尿病周邊神經病變無法以手術方式改善,0.823275447,0.658803701,TRUE,2,0,,糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,糖尿病周邊神經病變無法以手術方式改善,"醫師你好:
我媽媽前陣子有去檢查..是今年1月27日..
我媽的飯前血糖是252..檢驗師是跟我媽講血糖過高..
現在我媽有在吃中藥..等下一次還要再去檢驗一次
我是想請問一下..我媽媽現在確定已經是糖尿病患嗎??
我媽的腳常常會麻..會痛是血糖過高的因素嗎??",,
糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,併發症,併發症,手腳麻木是否可能與糖尿病併發症如神經病變有關？,糖尿病若是沒有好好的控制，長期下來，就會產生很多併發症，其中包括神經病變。常見的周邊神經病變，會以手麻、腳麻或肌肉疼痛來表現。,手腳麻麻的，可以是糖尿病引起的，也可能是其他的問題，請先與的醫師討論，再做定奪。,0.809560239,0.835249484,TRUE,3,1,,糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,手腳麻麻的，可以是糖尿病引起的，也可能是其他的問題，請先與的醫師討論，再做定奪。,"醫師你好:
我媽媽前陣子有去檢查..是今年1月27日..
我媽的飯前血糖是252..檢驗師是跟我媽講血糖過高..
現在我媽有在吃中藥..等下一次還要再去檢驗一次
我是想請問一下..我媽媽現在確定已經是糖尿病患嗎??
我媽的腳常常會麻..會痛是血糖過高的因素嗎??",,
糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,併發症,併發症,糖尿病患者如何通過飲食、運動和藥物來預防心血管疾病、眼睛病變、腎臟病變和神經病變等併發症？,糖尿病若是沒有好好的控制，長期下來，就會產生很多併發症，其中包括神經病變。常見的周邊神經病變，會以手麻、腳麻或肌肉疼痛來表現。,"糖尿病如果控制不好會引起以下合併症:
(1)心血管疾病
(2)眼睛病變
(3)腎臟病變
(4)神經病變
以上為血糖控制不好可能引發影響,糖尿病控制最主要是預防以上幾種合併症產生，藥物，飲食，運動三方面控制非常重要",0.76581192,0.869212866,TRUE,4,1,,糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,"糖尿病如果控制不好會引起以下合併症:
(1)心血管疾病
(2)眼睛病變
(3)腎臟病變
(4)神經病變
以上為血糖控制不好可能引發影響,糖尿病控制最主要是預防以上幾種合併症產生，藥物，飲食，運動三方面控制非常重要","醫師你好:
我媽媽前陣子有去檢查..是今年1月27日..
我媽的飯前血糖是252..檢驗師是跟我媽講血糖過高..
現在我媽有在吃中藥..等下一次還要再去檢驗一次
我是想請問一下..我媽媽現在確定已經是糖尿病患嗎??
我媽的腳常常會麻..會痛是血糖過高的因素嗎??",,
糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,併發症,併發症,糖尿病神經病變如何影響肢體的感覺和肌肉功能？,糖尿病若是沒有好好的控制，長期下來，就會產生很多併發症，其中包括神經病變。常見的周邊神經病變，會以手麻、腳麻或肌肉疼痛來表現。,糖尿病神經病變可能侵犯週變神經，引起遠端肢體的酸麻、疼痛等症狀。一般為手（hands）和腳（feet）。也可能引起近端肌肉的酸痛及無力。如大腿肌肉。但是由於糖尿病為代謝性的疾病，會影響全身的組織與器官，所以週圍神經病變大多涉及兩側肢體；較少出現單一神經病變。,0.742523849,0.922795594,TRUE,5,0,,糖尿病患者如何預防或緩解周邊神經病變引起的手麻、腳麻或肌肉疼痛？,糖尿病神經病變可能侵犯週變神經，引起遠端肢體的酸麻、疼痛等症狀。一般為手（hands）和腳（feet）。也可能引起近端肌肉的酸痛及無力。如大腿肌肉。但是由於糖尿病為代謝性的疾病，會影響全身的組織與器官，所以週圍神經病變大多涉及兩側肢體；較少出現單一神經病變。,"醫師你好:
我媽媽前陣子有去檢查..是今年1月27日..
我媽的飯前血糖是252..檢驗師是跟我媽講血糖過高..
現在我媽有在吃中藥..等下一次還要再去檢驗一次
我是想請問一下..我媽媽現在確定已經是糖尿病患嗎??
我媽的腳常常會麻..會痛是血糖過高的因素嗎??",,
如何透過營養門診調整老年糖尿病患者的飲食以改善血糖與心血管健康？,飲食,飲食,營養諮詢門診可以提供哪些飲食建議來幫助糖尿病患者管理病情？,您好，從您的敘述看來，長輩因為老年並且有血糖與心血管病史，確實有飲食調整修正的需要。建議讓長輩能在習慣回診之醫院掛號營養門診，讓營養師能依循醫師診斷，生化檢驗值與生活飲食習慣等等，提供長輩最切合的飲食建議，謝謝。,建議您，有飲食相關問題可以掛營養諮詢門診，由營養師一對一詳細指導，給您適合評估與飲食建議。,0.851982713,0.733161688,TRUE,1,1,,如何透過營養門診調整老年糖尿病患者的飲食以改善血糖與心血管健康？,建議您，有飲食相關問題可以掛營養諮詢門診，由營養師一對一詳細指導，給您適合評估與飲食建議。,"張主任您好，
父親去年開始新陳代謝科那邊檢查就經常指數在糖尿病前期跟正常的地方搖擺。所以他也開始更注意飲食，看很多網路上的資訊，然後自己研究修正，並且買一台家用血糖機，做實驗和紀錄。並常常血糖超標時就會說澱粉要再少一點，然後這兩天開始說牛奶和豆漿混著吃，減少牛奶的量，因為它糖分較高。

因為據自己所了解的資訊是老人家反而因為吸收不好是要多吃的，然後不吃澱粉也會引響肌肉組成，乳製品攝取不足也會有鈣缺乏的問題。所以有點擔心他會不均衡，營養不足。所以在此想詢問依照父親身體和作息狀況，會建議怎麼樣分配他各個食物類別的份量，或做什麼樣的改變？或是有沒有建議的網站可以進行各種食物類別的份量計算？

父親今年65歲，體重目前64kg，身高不清楚，但知道他標準體重應是62Kg，平日是坐辦公室，每週有一天有去上復健中心所開設的重訓課程一個小時，然後一週兩三天會進公司，因此會徒步去搭大眾交通工具上下班總共大概徒步30分鍾左右。早餐因為與午餐時間接近，所以可能會早上９點, 10點喝杯牛奶就結束，中午12點左右吃午餐，晚上６點吃晚餐。飲食有時較難控制吃零嘴的習慣，飯後常常還是會吃花生，或捏一些餅乾、巧克力之類的。另外之前有裝過心臟支架，然後有服用高血壓的藥。


謝謝您！
Ann",,
如何透過營養門診調整老年糖尿病患者的飲食以改善血糖與心血管健康？,飲食,飲食,糖尿病患者如何調整飲食總量與內容以改善血糖控制？,您好，從您的敘述看來，長輩因為老年並且有血糖與心血管病史，確實有飲食調整修正的需要。建議讓長輩能在習慣回診之醫院掛號營養門診，讓營養師能依循醫師診斷，生化檢驗值與生活飲食習慣等等，提供長輩最切合的飲食建議，謝謝。,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,0.81125164,0.607679486,TRUE,2,0,,如何透過營養門診調整老年糖尿病患者的飲食以改善血糖與心血管健康？,請注意糖尿病的控制除了藥物之外，飲食的總量與內容、規律的運動與否、生活型態的調整等等都要一併考量才好。,"張主任您好，
父親去年開始新陳代謝科那邊檢查就經常指數在糖尿病前期跟正常的地方搖擺。所以他也開始更注意飲食，看很多網路上的資訊，然後自己研究修正，並且買一台家用血糖機，做實驗和紀錄。並常常血糖超標時就會說澱粉要再少一點，然後這兩天開始說牛奶和豆漿混著吃，減少牛奶的量，因為它糖分較高。

因為據自己所了解的資訊是老人家反而因為吸收不好是要多吃的，然後不吃澱粉也會引響肌肉組成，乳製品攝取不足也會有鈣缺乏的問題。所以有點擔心他會不均衡，營養不足。所以在此想詢問依照父親身體和作息狀況，會建議怎麼樣分配他各個食物類別的份量，或做什麼樣的改變？或是有沒有建議的網站可以進行各種食物類別的份量計算？

父親今年65歲，體重目前64kg，身高不清楚，但知道他標準體重應是62Kg，平日是坐辦公室，每週有一天有去上復健中心所開設的重訓課程一個小時，然後一週兩三天會進公司，因此會徒步去搭大眾交通工具上下班總共大概徒步30分鍾左右。早餐因為與午餐時間接近，所以可能會早上９點, 10點喝杯牛奶就結束，中午12點左右吃午餐，晚上６點吃晚餐。飲食有時較難控制吃零嘴的習慣，飯後常常還是會吃花生，或捏一些餅乾、巧克力之類的。另外之前有裝過心臟支架，然後有服用高血壓的藥。


謝謝您！
Ann",,
